"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","TAVG","TMAX","TMIN"
"DAE00100417","TINGLEV, DA","54.9331","9.25","23.0","1996","598.3",,,
"DAE00100417","TINGLEV, DA","54.9331","9.25","23.0","1997","771.8",,,
"DAE00100417","TINGLEV, DA","54.9331","9.25","23.0","1998","1032.1",,,
"DAE00100417","TINGLEV, DA","54.9331","9.25","23.0","1999","1018.4",,,
"DAE00100417","TINGLEV, DA","54.9331","9.25","23.0","2000","808.3",,,
"DAE00100417","TINGLEV, DA","54.9331","9.25","23.0","2001","905.9",,,
"DAE00100417","TINGLEV, DA","54.9331","9.25","23.0","2002","1054.6",,,
"DAE00100417","TINGLEV, DA","54.9331","9.25","23.0","2003","669.2",,,
"DAE00100417","TINGLEV, DA","54.9331","9.25","23.0","2004","1017.6",,,
"DAE00100417","TINGLEV, DA","54.9331","9.25","23.0","2005","830.9",,,
"DAE00100417","TINGLEV, DA","54.9331","9.25","23.0","2006","741.8",,,
"DAE00100416","STORE JYNDEVAD, DA","54.9","9.1331","16.0","1988","1097.5",,,
"DAE00100416","STORE JYNDEVAD, DA","54.9","9.1331","16.0","1989","674.7",,,
"DAE00100416","STORE JYNDEVAD, DA","54.9","9.1331","16.0","1990","988.1",,,
"DAE00100416","STORE JYNDEVAD, DA","54.9","9.1331","16.0","1991","843.2",,,
"DAE00100416","STORE JYNDEVAD, DA","54.9","9.1331","16.0","1992","825.9",,,
"DAE00100416","STORE JYNDEVAD, DA","54.9","9.1331","16.0","1993","837.7",,,
"DAE00100416","STORE JYNDEVAD, DA","54.9","9.1331","16.0","1994","1019.6",,,
"DAE00100416","STORE JYNDEVAD, DA","54.9","9.1331","16.0","1995","776.1",,,
"DAE00100416","STORE JYNDEVAD, DA","54.9","9.1331","16.0","1996","566.0",,,
"DAE00100416","STORE JYNDEVAD, DA","54.9","9.1331","16.0","1997","815.5",,,
"DAE00100416","STORE JYNDEVAD, DA","54.9","9.1331","16.0","1998","1081.3",,,
"DAE00100416","STORE JYNDEVAD, DA","54.9","9.1331","16.0","1999","1084.5",,,
"DAE00100416","STORE JYNDEVAD, DA","54.9","9.1331","16.0","2000","806.4",,,
"DAE00100416","STORE JYNDEVAD, DA","54.9","9.1331","16.0","2001","840.8",,,
"DAE00100416","STORE JYNDEVAD, DA","54.9","9.1331","16.0","2002","1002.1",,,
"DAE00100416","STORE JYNDEVAD, DA","54.9","9.1331","16.0","2003","669.4",,,
"DAE00100416","STORE JYNDEVAD, DA","54.9","9.1331","16.0","2004","979.0",,,
"DAE00100416","STORE JYNDEVAD, DA","54.9","9.1331","16.0","2005","792.8",,,
"DAE00100416","STORE JYNDEVAD, DA","54.9","9.1331","16.0","2006","789.5",,,
"DAE00100416","STORE JYNDEVAD, DA","54.9","9.1331","16.0","2007","994.8",,,
"DAE00100416","STORE JYNDEVAD, DA","54.9","9.1331","16.0","2008","908.3",,,
"DAE00100416","STORE JYNDEVAD, DA","54.9","9.1331","16.0","2009","975.4",,,
"DAE00100416","STORE JYNDEVAD, DA","54.9","9.1331","16.0","2010","836.5",,,
"DAE00100416","STORE JYNDEVAD, DA","54.9","9.1331","16.0","2011","928.2",,,
"DAE00100416","STORE JYNDEVAD, DA","54.9","9.1331","16.0","2012","910.1",,,
"DAE00100416","STORE JYNDEVAD, DA","54.9","9.1331","16.0","2013","922.1",,,
"DAE00100416","STORE JYNDEVAD, DA","54.9","9.1331","16.0","2014","1186.5",,,
"DAE00100416","STORE JYNDEVAD, DA","54.9","9.1331","16.0","2015","1068.2",,,
"DAE00100416","STORE JYNDEVAD, DA","54.9","9.1331","16.0","2016","923.7",,,
"DAE00100416","STORE JYNDEVAD, DA","54.9","9.1331","16.0","2017","1090.9",,,
"DAE00100416","STORE JYNDEVAD, DA","54.9","9.1331","16.0","2018","703.4",,,
"DAE00100416","STORE JYNDEVAD, DA","54.9","9.1331","16.0","2019","1139.9",,,
"DAE00100416","STORE JYNDEVAD, DA","54.9","9.1331","16.0","2020","908.4",,,
"DAM00006030","FLYVESTATION AALBORG, DA","57.093","9.849","3.0","1973","507.4",,,
"DAM00006030","FLYVESTATION AALBORG, DA","57.093","9.849","3.0","1974","554.0",,,
"DAM00006030","FLYVESTATION AALBORG, DA","57.093","9.849","3.0","1976","461.8",,,
"DAM00006030","FLYVESTATION AALBORG, DA","57.093","9.849","3.0","1978","620.9",,,
"DAM00006030","FLYVESTATION AALBORG, DA","57.093","9.849","3.0","1979","700.5",,,
"DAM00006030","FLYVESTATION AALBORG, DA","57.093","9.849","3.0","1980","706.9",,,
"DAM00006030","FLYVESTATION AALBORG, DA","57.093","9.849","3.0","1981","758.7",,,
"DAM00006030","FLYVESTATION AALBORG, DA","57.093","9.849","3.0","2006","805.0",,,
"DAM00006030","FLYVESTATION AALBORG, DA","57.093","9.849","3.0","2007","714.6",,,
"DAM00006030","FLYVESTATION AALBORG, DA","57.093","9.849","3.0","2008","606.1",,,
"DAM00006030","FLYVESTATION AALBORG, DA","57.093","9.849","3.0","2009","604.7",,,
"DAM00006030","FLYVESTATION AALBORG, DA","57.093","9.849","3.0","2010","565.6",,,
"DAM00006030","FLYVESTATION AALBORG, DA","57.093","9.849","3.0","2011","666.5",,,
"DAM00006030","FLYVESTATION AALBORG, DA","57.093","9.849","3.0","2012","609.5",,,
"DAM00006030","FLYVESTATION AALBORG, DA","57.093","9.849","3.0","2013","572.0",,,
"DAM00006030","FLYVESTATION AALBORG, DA","57.093","9.849","3.0","2014","700.0",,,
"DAM00006030","FLYVESTATION AALBORG, DA","57.093","9.849","3.0","2018","512.6",,,
"DAM00006030","FLYVESTATION AALBORG, DA","57.093","9.849","3.0","2020","617.1",,,
"DAM00006030","FLYVESTATION AALBORG, DA","57.093","9.849","3.0","2021","521.2",,,
"DA000027080","TRANEBJERG, DA","55.85","10.6","11.0","1950","752.1","8.4","11.5","5.3"
"DA000027080","TRANEBJERG, DA","55.85","10.6","11.0","1951","750.0","8.2","11.2","5.2"
"DA000027080","TRANEBJERG, DA","55.85","10.6","11.0","1952","639.7","7.4","10.6","4.3"
"DA000027080","TRANEBJERG, DA","55.85","10.6","11.0","1953","554.4","9.3","12.3","6.3"
"DA000027080","TRANEBJERG, DA","55.85","10.6","11.0","1954","605.2","7.8","10.7","4.9"
"DA000027080","TRANEBJERG, DA","55.85","10.6","11.0","1955","486.6","7.7","10.8","4.7"
"DA000027080","TRANEBJERG, DA","55.85","10.6","11.0","1956","487.3","7.0","10.0","3.9"
"DA000027080","TRANEBJERG, DA","55.85","10.6","11.0","1957","518.6","8.3","11.4","5.3"
"DA000027080","TRANEBJERG, DA","55.85","10.6","11.0","1958","721.5","7.6","10.6","4.6"
"DA000027080","TRANEBJERG, DA","55.85","10.6","11.0","1959","414.3",,,
"DA000027080","TRANEBJERG, DA","55.85","10.6","11.0","1960","692.9",,,
"DA000027080","TRANEBJERG, DA","55.85","10.6","11.0","1961","634.0",,,
"DA000027080","TRANEBJERG, DA","55.85","10.6","11.0","1962","520.0","7.3","10.3","4.3"
"DA000027080","TRANEBJERG, DA","55.85","10.6","11.0","1963","549.4","6.9","10.0","3.9"
"DA000027080","TRANEBJERG, DA","55.85","10.6","11.0","1964","551.2","7.8","10.9","4.6"
"DA000027080","TRANEBJERG, DA","55.85","10.6","11.0","1965","630.7",,,
"DA000027080","TRANEBJERG, DA","55.85","10.6","11.0","1966","741.6",,,
"DA000027080","TRANEBJERG, DA","55.85","10.6","11.0","1967","674.0",,,
"DA000027080","TRANEBJERG, DA","55.85","10.6","11.0","1968","674.7",,,
"DA000027080","TRANEBJERG, DA","55.85","10.6","11.0","1969","494.8",,,
"DA000027080","TRANEBJERG, DA","55.85","10.6","11.0","1970","612.4","7.4","10.5","4.2"
"DA000027080","TRANEBJERG, DA","55.85","10.6","11.0","1971","538.0","8.7","11.7","5.7"
"DA000027080","TRANEBJERG, DA","55.85","10.6","11.0","1972",,,,
"DA000027080","TRANEBJERG, DA","55.85","10.6","11.0","1973","439.3","8.4","11.4","5.5"
"DA000027080","TRANEBJERG, DA","55.85","10.6","11.0","1974","538.2","8.7","11.5","5.9"
"DA000027080","TRANEBJERG, DA","55.85","10.6","11.0","1975","311.6","9.1","12.0","6.3"
"DA000027080","TRANEBJERG, DA","55.85","10.6","11.0","1976","318.8","8.1","11.0","5.2"
"DA000027080","TRANEBJERG, DA","55.85","10.6","11.0","1977","420.5","8.1","10.8","5.5"
"DA000027080","TRANEBJERG, DA","55.85","10.6","11.0","1978","383.6","7.9","10.6","5.2"
"DA000027080","TRANEBJERG, DA","55.85","10.6","11.0","1979","506.5","7.0","9.6","4.4"
"DA000027080","TRANEBJERG, DA","55.85","10.6","11.0","1980","612.7","7.6","10.1","5.1"
"DA000027080","TRANEBJERG, DA","55.85","10.6","11.0","1981","719.3","7.7","10.3","5.0"
"DA000027080","TRANEBJERG, DA","55.85","10.6","11.0","1982","458.1","8.4","11.2","5.6"
"DA000027080","TRANEBJERG, DA","55.85","10.6","11.0","1983","512.1","8.7","11.5","6.0"
"DA000027080","TRANEBJERG, DA","55.85","10.6","11.0","1984","632.9","8.4","10.8","6.0"
"DA000027080","TRANEBJERG, DA","55.85","10.6","11.0","1985","620.8","7.1","9.7","4.4"
"DA000027080","TRANEBJERG, DA","55.85","10.6","11.0","1986","460.2","7.6","10.3","4.9"
"DA000027080","TRANEBJERG, DA","55.85","10.6","11.0","1987","540.9","7.2","9.7","4.6"
"DA000027080","TRANEBJERG, DA","55.85","10.6","11.0","1988","541.4","9.0","11.7","6.3"
"DA000027080","TRANEBJERG, DA","55.85","10.6","11.0","1989","480.5","9.7","12.6","6.8"
"DA000027080","TRANEBJERG, DA","55.85","10.6","11.0","1990","564.0","9.9","12.7","7.2"
"DA000027080","TRANEBJERG, DA","55.85","10.6","11.0","1991","459.9","8.7","11.3","6.0"
"DA000027080","TRANEBJERG, DA","55.85","10.6","11.0","1992",,"9.4","12.1","6.7"
"DA000027080","TRANEBJERG, DA","55.85","10.6","11.0","1993","540.0","8.1","10.7","5.6"
"DA000027080","TRANEBJERG, DA","55.85","10.6","11.0","1994","680.4","9.2","11.7","6.7"
"DA000027080","TRANEBJERG, DA","55.85","10.6","11.0","1996","363.0","7.6","10.1","5.1"
"DA000027080","TRANEBJERG, DA","55.85","10.6","11.0","1997","436.0","9.1","11.8","6.3"
"DA000027080","TRANEBJERG, DA","55.85","10.6","11.0","1998","594.7","8.9","11.2","6.6"
"DA000027080","TRANEBJERG, DA","55.85","10.6","11.0","1999","730.5","9.4","12.1","6.6"
"DA000027080","TRANEBJERG, DA","55.85","10.6","11.0","2000","569.3",,,
"DA000027080","TRANEBJERG, DA","55.85","10.6","11.0","2001",,"9.1","12.3","6.0"
"DA000027080","TRANEBJERG, DA","55.85","10.6","11.0","2002",,"9.9","13.0","6.9"
"DA000021100","VESTERVIG, DA","56.7667","8.3167","18.0","1950","1017.7","8.1","11.1","5.1"
"DA000021100","VESTERVIG, DA","56.7667","8.3167","18.0","1951","900.0","8.0","11.0","5.1"
"DA000021100","VESTERVIG, DA","56.7667","8.3167","18.0","1952","796.1","7.2","10.3","4.1"
"DA000021100","VESTERVIG, DA","56.7667","8.3167","18.0","1953","695.1","8.8","11.6","5.9"
"DA000021100","VESTERVIG, DA","56.7667","8.3167","18.0","1954","975.5","7.4","10.4","4.5"
"DA000021100","VESTERVIG, DA","56.7667","8.3167","18.0","1955","630.7","7.3","10.5","4.0"
"DA000021100","VESTERVIG, DA","56.7667","8.3167","18.0","1956","661.3","6.9","10.0","3.7"
"DA000021100","VESTERVIG, DA","56.7667","8.3167","18.0","1957","717.9","8.1","11.1","5.1"
"DA000021100","VESTERVIG, DA","56.7667","8.3167","18.0","1958","867.7","7.4","10.4","4.4"
"DA000021100","VESTERVIG, DA","56.7667","8.3167","18.0","1959","655.9","8.8","12.1","5.5"
"DA000021100","VESTERVIG, DA","56.7667","8.3167","18.0","1960","798.4","7.8","10.8","4.8"
"DA000021100","VESTERVIG, DA","56.7667","8.3167","18.0","1961","862.3","8.6","11.5","5.9"
"DA000021100","VESTERVIG, DA","56.7667","8.3167","18.0","1962","729.2","7.3","10.1","4.6"
"DA000021100","VESTERVIG, DA","56.7667","8.3167","18.0","1963","835.1","6.9","9.8","3.9"
"DA000021100","VESTERVIG, DA","56.7667","8.3167","18.0","1964","643.8","7.7","10.7","4.7"
"DA000021100","VESTERVIG, DA","56.7667","8.3167","18.0","1965","743.6","7.3","10.2","4.4"
"DA000021100","VESTERVIG, DA","56.7667","8.3167","18.0","1966","928.5","7.1","10.1","4.1"
"DA000021100","VESTERVIG, DA","56.7667","8.3167","18.0","1967","959.0","8.5","11.3","5.7"
"DA000021100","VESTERVIG, DA","56.7667","8.3167","18.0","1968","856.9","7.9","11.1","4.8"
"DA000021100","VESTERVIG, DA","56.7667","8.3167","18.0","1969","779.0","7.3","10.3","4.2"
"DA000021100","VESTERVIG, DA","56.7667","8.3167","18.0","1970","826.7","7.0","10.1","3.8"
"DA000021100","VESTERVIG, DA","56.7667","8.3167","18.0","1971","648.8","8.2","11.2","5.2"
"DA000021100","VESTERVIG, DA","56.7667","8.3167","18.0","1972","662.3","7.7","10.7","4.8"
"DA000021100","VESTERVIG, DA","56.7667","8.3167","18.0","1973","594.3","8.2","11.4","5.1"
"DA000021100","VESTERVIG, DA","56.7667","8.3167","18.0","1974","859.0","8.6","11.7","5.6"
"DA000021100","VESTERVIG, DA","56.7667","8.3167","18.0","1975","665.3","8.9","12.0","5.8"
"DA000021100","VESTERVIG, DA","56.7667","8.3167","18.0","1976","641.9","7.6","10.8","4.6"
"DA000021100","VESTERVIG, DA","56.7667","8.3167","18.0","1977","840.8","7.8","10.7","5.0"
"DA000021100","VESTERVIG, DA","56.7667","8.3167","18.0","1978","795.7",,,
"DA000021100","VESTERVIG, DA","56.7667","8.3167","18.0","1979","1036.5","6.5","9.4","3.7"
"DA000021100","VESTERVIG, DA","56.7667","8.3167","18.0","1980","992.3","7.6","10.7","4.5"
"DA000021100","VESTERVIG, DA","56.7667","8.3167","18.0","1981","857.8","7.3","10.3","4.3"
"DA000021100","VESTERVIG, DA","56.7667","8.3167","18.0","1982","986.2","8.1","11.1","5.2"
"DA000021100","VESTERVIG, DA","56.7667","8.3167","18.0","1983","974.0","8.4","11.3","5.6"
"DA000021100","VESTERVIG, DA","56.7667","8.3167","18.0","1984","876.4","8.1","10.8","5.4"
"DA000021100","VESTERVIG, DA","56.7667","8.3167","18.0","1985","793.1","6.6","9.7","3.5"
"DA000021100","VESTERVIG, DA","56.7667","8.3167","18.0","1986","727.1","7.2","10.1","4.3"
"DA000021100","VESTERVIG, DA","56.7667","8.3167","18.0","1987","838.9","6.8","9.6","4.0"
"DA000021100","VESTERVIG, DA","56.7667","8.3167","18.0","1988","856.0","8.8","11.6","5.9"
"DA000021100","VESTERVIG, DA","56.7667","8.3167","18.0","1989","610.9","9.4","12.2","6.5"
"DA000021100","VESTERVIG, DA","56.7667","8.3167","18.0","1990","927.6","9.4","12.3","6.5"
"DA000021100","VESTERVIG, DA","56.7667","8.3167","18.0","1991","627.9","8.4","11.3","5.6"
"DA000021100","VESTERVIG, DA","56.7667","8.3167","18.0","1992","826.1","9.1","12.3","5.9"
"DA000021100","VESTERVIG, DA","56.7667","8.3167","18.0","1993","728.0","7.7","10.7","4.7"
"DA000021100","VESTERVIG, DA","56.7667","8.3167","18.0","1994","845.1","8.7","11.8","5.7"
"DA000021100","VESTERVIG, DA","56.7667","8.3167","18.0","1995","670.6","8.3","11.5","5.1"
"DA000021100","VESTERVIG, DA","56.7667","8.3167","18.0","1996","549.7","7.0","10.0","3.9"
"DA000021100","VESTERVIG, DA","56.7667","8.3167","18.0","1997","628.2","8.7","11.8","5.5"
"DA000021100","VESTERVIG, DA","56.7667","8.3167","18.0","1998","857.5","8.4","11.1","5.8"
"DA000021100","VESTERVIG, DA","56.7667","8.3167","18.0","1999","1086.3","9.2","12.1","6.3"
"DA000021100","VESTERVIG, DA","56.7667","8.3167","18.0","2000","905.0",,,
"DA000021100","VESTERVIG, DA","56.7667","8.3167","18.0","2001","851.0","8.4","11.4","5.4"
"DA000021100","VESTERVIG, DA","56.7667","8.3167","18.0","2002","808.8","9.1","12.3","5.9"
"DA000021100","VESTERVIG, DA","56.7667","8.3167","18.0","2003","705.5",,,
"DA000021100","VESTERVIG, DA","56.7667","8.3167","18.0","2004","835.8","8.9","12.0","5.9"
"DA000021100","VESTERVIG, DA","56.7667","8.3167","18.0","2005","674.7","9.0","12.0","5.9"
"DA000021100","VESTERVIG, DA","56.7667","8.3167","18.0","2006","980.1","9.4","12.4","6.5"
"DA000021100","VESTERVIG, DA","56.7667","8.3167","18.0","2007","849.4","9.6","12.5","6.8"
"DA000021100","VESTERVIG, DA","56.7667","8.3167","18.0","2008","828.1",,,
"DA000021100","VESTERVIG, DA","56.7667","8.3167","18.0","2009","724.8","9.0","12.1","5.9"
"DA000021100","VESTERVIG, DA","56.7667","8.3167","18.0","2010","654.4","6.7","9.9","3.6"
"DA000021100","VESTERVIG, DA","56.7667","8.3167","18.0","2011","845.3","9.1","11.9","6.3"
"DA000021100","VESTERVIG, DA","56.7667","8.3167","18.0","2012","951.6",,,"5.6"
"DA000021100","VESTERVIG, DA","56.7667","8.3167","18.0","2013","758.1",,,"5.2"
"DA000021100","VESTERVIG, DA","56.7667","8.3167","18.0","2014","974.1",,,"7.3"
"DA000021100","VESTERVIG, DA","56.7667","8.3167","18.0","2015","1042.9",,,"6.5"
"DA000021100","VESTERVIG, DA","56.7667","8.3167","18.0","2016","663.7",,,"6.4"
"DA000021100","VESTERVIG, DA","56.7667","8.3167","18.0","2017","869.3",,,"6.6"
"DA000021100","VESTERVIG, DA","56.7667","8.3167","18.0","2018","757.4",,,"6.8"
"DA000021100","VESTERVIG, DA","56.7667","8.3167","18.0","2019","1076.8",,,"7.4"
"DA000021100","VESTERVIG, DA","56.7667","8.3167","18.0","2020","857.0",,,"8.3"
"DA000021430","GRONBAEK ALLINGSKOVGARD, DA","56.2831","9.6167","25.0","1950","807.3",,,
"DA000021430","GRONBAEK ALLINGSKOVGARD, DA","56.2831","9.6167","25.0","1951","677.3",,,
"DA000021430","GRONBAEK ALLINGSKOVGARD, DA","56.2831","9.6167","25.0","1952","636.5",,,
